"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"11276","European",25,"Yes","Male","Right",1,"GB",2,4,2,2,3,4,2,2,3,1,1,2,1,1,3,4,1,5,5,5,2,3,4,2,3,4,3,2,4,4,4,4,1,4,4,2,2,5,4,1,5,5,5,5,4,5,5,4,5,5
"11277","European",31,"Yes","Male","Right",5,"CA",3,3,5,4,5,4,5,3,4,4,5,3,4,5,4,1,5,1,1,1,1,1,1,2,2,2,1,2,4,5,1,1,2,1,1,5,1,3,2,3,4,5,3,5,5,4,5,3,4,4
"11278","European",19,"Yes","Male","Right",5,"US",1,5,4,3,3,5,1,3,2,2,5,5,2,2,3,1,4,2,4,1,1,4,1,1,3,1,3,3,4,4,3,2,1,4,5,4,1,4,5,3,5,3,5,3,3,5,2,4,5,3
"11279","Mixed",20,"Yes","Female","Right",1,"US",4,5,5,4,5,5,5,5,5,4,1,3,1,2,5,2,5,1,1,1,1,1,4,1,1,1,1,1,5,5,4,2,4,5,3,5,1,4,1,4,4,2,5,5,3,5,3,1,5,5
"11280","European",24,"Yes","Female","Right",1,"US",3,4,5,5,5,5,4,3,4,3,3,3,3,5,4,1,5,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,3,3,1,5,2,2,4,4,4,5,5,5,5,5,4,4
"11281","European",18,"No","Male","Right",1,"GB",1,1,3,3,1,1,1,1,3,1,5,5,3,4,1,3,1,4,2,3,4,1,1,3,3,3,2,1,5,5,1,5,1,3,2,1,5,1,5,1,5,5,5,5,5,5,5,5,2,5
"11282","Middle East",44,"Yes","Female","Right",1,"CA",3,1,3,2,5,2,3,2,2,3,2,2,1,4,2,5,1,1,5,4,1,1,2,1,2,1,1,1,5,4,2,5,1,2,4,1,2,5,3,2,3,4,5,5,5,5,4,1,5,5
"11283","European",20,"Yes","Female","Right",2,"US",2,2,2,3,2,4,2,3,4,2,4,5,3,4,4,1,4,2,2,2,1,2,1,1,2,2,2,2,5,4,2,2,1,2,2,5,1,3,1,3,2,4,3,3,3,3,3,2,3,3
"11284","Other",64,"Yes","Female","Right",1,"US",2,2,2,1,3,1,2,1,1,1,5,5,2,3,5,1,5,1,1,2,1,1,1,1,1,2,2,1,5,4,2,2,1,1,2,5,2,5,2,2,4,3,4,3,5,4,5,3,5,3
"11285","Indian",19,"No","Female","Right",1,"IN",5,5,5,5,5,5,5,5,5,1,5,3,1,1,1,2,1,3,5,5,1,1,1,1,1,1,1,1,5,5,3,1,1,1,3,5,1,4,2,3,3,4,1,5,4,5,5,1,5,3
"11286","European",42,"Yes","Male","Right",2,"US",2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,3,2,2,3,4,2,2,2,2,2,2,2,2,3,3,3,2,2,4,4,2,2,4,4,3,5,4,4,4,4,4,4,4,4,4
"11287","European",57,"Yes","Female","Right",5,"CA",2,3,4,3,4,2,3,2,2,2,4,4,3,5,4,2,3,1,2,1,4,1,1,2,2,2,2,2,4,3,2,3,2,2,2,4,1,5,2,1,3,3,4,4,4,2,4,3,4,4
"11288","European",15,"Yes","Female","Right",1,"US",1,5,4,1,5,5,1,1,2,1,1,4,1,2,3,3,1,2,4,2,1,3,2,1,3,2,3,1,5,2,5,4,2,4,5,2,1,1,5,1,5,5,4,4,2,4,4,4,2,4
"11289","European",56,"Yes","Male","Right",2,"US",3,2,4,2,3,2,2,1,4,1,3,4,3,3,4,2,4,1,2,3,1,1,1,1,1,1,1,1,5,5,1,2,1,1,2,4,1,5,1,1,5,5,5,5,5,5,5,5,5,5
"11290","European",20,"No","Male","Right",1,"RS",1,1,2,1,2,1,2,1,3,1,3,3,2,2,3,2,1,4,3,4,4,3,2,3,2,2,3,2,4,4,3,2,2,2,2,3,2,4,2,2,3,5,5,5,3,5,5,4,5,4
"11291","European",19,"Yes","Female","Right",5,"US",4,4,4,4,4,4,4,2,3,4,3,2,2,2,4,1,4,2,4,3,3,2,3,4,2,5,2,3,2,2,3,4,2,2,4,4,2,4,3,3,5,4,4,4,4,4,3,4,4,4
"11292","European",48,"Yes","Male","Right",5,"CA",4,3,5,4,5,4,4,2,5,4,2,2,1,3,4,3,3,3,3,3,2,1,1,2,2,1,2,2,1,4,4,2,4,2,1,4,3,5,2,2,4,3,4,4,4,5,4,1,4,4
"11293","Mixed",14,"Yes","Male","Right",1,"US",4,5,5,5,5,5,5,3,5,2,5,5,2,4,3,3,2,4,3,4,4,1,4,2,2,1,2,3,4,4,5,4,1,4,5,2,3,3,4,3,3,2,5,4,5,5,4,3,5,5
"11294","South East Asian",18,"No","Female","Left",2,"IE",2,2,2,1,1,2,1,1,1,1,3,4,2,2,4,2,4,2,4,2,4,3,4,4,3,3,3,2,2,4,2,1,2,2,3,5,1,3,2,2,4,3,5,3,4,5,3,4,5,4
"11295","South East Asian",20,"No","Male","Right",1,"ID",4,4,3,3,4,3,3,2,4,2,3,2,2,3,2,5,2,4,4,3,3,2,4,2,3,2,3,2,4,4,2,3,2,3,3,4,3,4,2,3,3,2,4,3,4,5,4,3,4,4
"11296","Indian",27,"Yes","Male","Right",1,"IN",5,2,5,4,5,4,5,2,5,5,3,3,3,2,4,1,3,1,1,1,2,1,1,3,5,2,1,3,3,5,2,2,1,2,4,5,1,5,2,1,5,1,5,5,4,5,5,3,3,4
"11297","European",39,"Yes","Male","Right",1,"CA",3,3,4,3,3,3,3,3,3,3,4,5,4,5,4,2,3,2,2,4,2,3,2,2,2,3,2,3,2,3,2,2,3,2,3,4,2,4,2,3,4,5,4,5,5,4,5,4,3,4
"11298","North African and Other",23,"Yes","Female","Left",5,"US",2,4,4,2,2,4,1,2,3,1,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,2,2,1,4,4,1,2,1,1,4,5,1,5,1,1,2,4,3,4,5,4,3,2,5,4
"11299","Mixed",37,"Yes","Female","Right",2,"US",1,2,2,2,1,2,1,3,3,1,2,2,1,2,2,4,3,3,4,4,1,3,3,2,2,2,3,2,4,3,2,2,1,2,2,3,2,4,2,2,4,4,5,4,4,5,3,3,4,4
"11300","Other",28,"No","Male","Right",1,"US",2,1,3,3,2,2,1,3,4,1,2,4,4,5,3,4,4,1,4,1,4,2,2,5,4,4,4,2,4,3,2,1,2,1,3,5,2,3,1,3,2,4,5,5,3,5,3,1,5,4
"11301","Other",38,"Yes","Male","Right",1,"US",5,5,5,5,3,5,1,1,1,1,5,5,1,1,5,1,5,1,1,4,5,1,1,1,1,1,1,1,5,5,5,4,3,1,5,5,1,5,4,3,1,5,5,5,2,5,1,1,5,1
"11302","European",37,"No","Female","Right",5,"PL",3,4,4,3,4,3,1,3,2,4,4,4,4,4,5,2,4,3,3,3,2,2,1,2,1,3,2,2,5,4,3,3,4,2,2,4,2,3,3,1,3,4,3,2,5,3,5,1,5,3
"11303","European",28,"Yes","Female","Right",1,"GB",3,3,4,2,3,4,3,1,1,1,1,1,1,2,2,5,2,4,5,3,1,3,3,2,2,1,2,3,3,3,2,2,2,3,3,4,1,3,1,1,3,1,4,3,3,3,3,3,3,1
"11304","European",17,"No","Female","Right",1,"IS",2,4,5,4,4,4,3,3,4,2,3,5,2,4,5,3,4,1,1,2,1,1,1,1,4,2,1,2,4,4,3,1,1,1,4,4,3,3,3,3,4,3,4,3,4,5,4,4,3,2
"11305","Other",25,"No","Female","Right",1,"IN",4,5,4,3,4,5,4,4,5,2,5,5,2,4,1,4,4,4,4,2,2,1,1,2,2,1,2,3,5,5,5,4,4,2,3,2,2,2,4,2,3,5,5,5,4,1,5,2,4,3
"11306","European",21,"Yes","Male","Right",5,"US",3,3,3,3,4,4,2,4,3,3,3,4,3,3,3,3,3,3,3,2,1,2,2,1,1,2,2,3,4,3,2,3,2,4,4,2,2,3,4,3,5,5,5,5,4,5,5,4,4,4
"11307","European",49,"No","Female","Right",5,"DK",2,4,3,4,5,5,1,4,4,5,1,3,3,1,2,1,1,5,1,2,1,1,1,1,1,2,1,2,5,5,2,4,4,4,3,3,3,4,3,2,3,5,5,5,4,5,4,4,5,4
"11308","European",31,"Yes","Female","Right",1,"US",2,3,3,4,4,4,4,2,4,3,4,3,1,2,3,3,2,3,2,3,2,2,1,1,1,2,2,3,4,5,2,5,2,5,4,1,3,3,3,2,5,5,5,5,4,4,5,4,5,4
"11309","European",20,"Yes","Female","Right",1,"US",3,4,2,3,4,3,2,2,2,2,3,3,2,2,5,3,3,3,3,2,1,2,1,2,2,3,2,2,4,3,2,1,1,2,3,4,1,4,1,3,4,4,4,4,3,4,4,4,4,2
"11310","European",19,"Yes","Male","Right",1,"GB",3,3,4,4,4,4,3,2,4,2,2,4,2,4,3,1,4,2,4,2,2,3,2,3,2,4,2,2,3,3,2,4,1,2,3,4,2,4,2,2,4,4,4,4,4,4,4,3,4,4
"11311","Other",48,"Yes","Female","Right",2,"US",5,5,5,5,5,5,5,3,5,5,4,5,4,4,4,1,5,1,4,1,2,1,1,2,4,3,1,1,5,5,1,2,1,1,1,5,1,5,1,1,4,5,5,5,5,5,5,1,5,5
"11312","Mixed",25,"Yes","Female","Right",1,"CA",3,4,4,4,4,3,4,3,2,4,1,2,2,1,4,3,3,3,2,4,1,1,1,1,1,1,2,3,5,4,2,5,3,4,5,2,3,3,3,3,2,3,3,3,2,2,3,2,4,2
"11313","European",38,"No","Male","Right",2,"SE",3,5,3,1,4,2,3,2,3,4,3,3,2,3,3,1,3,1,1,1,3,2,1,3,2,2,3,4,2,3,4,3,3,2,3,3,3,1,3,2,5,5,5,5,5,1,5,4,3,5
"11314","European",15,"Yes","Female","Right",1,"GB",2,3,3,3,3,3,3,3,5,1,1,3,1,1,3,4,3,4,4,5,1,2,2,1,2,1,2,2,5,3,4,3,2,4,5,2,2,3,5,3,5,4,5,3,5,5,5,5,5,5
"11315","Mixed",23,"Yes","Female","Right",2,"US",2,2,3,2,2,3,1,1,1,2,1,2,1,3,3,3,1,5,3,2,1,1,1,1,1,2,1,1,5,4,3,3,1,3,4,4,3,3,4,3,4,4,5,4,4,5,3,4,5,5
"11316","Other",41,"Yes","Female","Right",1,"US",5,5,5,5,5,5,5,3,5,3,5,3,4,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,5,1,5,1,3,4,5,5,5,5,5,5,3,5,5
"11317","European",18,"Yes","Female","Left",2,"US",2,3,4,2,4,3,2,1,2,3,4,4,5,4,4,2,4,2,2,2,2,2,2,2,1,2,2,2,4,3,4,4,2,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,5,5
"11318","Middle East",18,"Yes","Female","Right",1,"US",1,2,1,1,1,4,1,1,3,1,1,3,1,3,1,5,1,5,5,5,3,4,1,2,3,1,3,2,4,3,1,1,3,3,4,3,1,3,1,1,5,3,5,5,5,5,4,1,4,5
"11319","European",57,"Yes","Male","Left",5,"CA",3,2,4,2,3,3,2,2,3,1,3,4,3,4,4,2,4,4,2,4,1,3,2,2,2,2,4,2,4,3,3,4,3,4,4,2,4,3,2,3,3,4,3,1,4,2,4,2,2,2
"11320","European",54,"Yes","Female","Right",1,"NO",1,5,5,4,5,5,3,2,1,3,3,3,2,3,5,2,5,1,2,2,1,1,1,1,1,1,1,1,5,5,1,2,2,1,1,5,2,5,1,2,3,3,4,3,4,5,3,3,4,5
"11321","European",24,"Yes","Female","Both",5,"US",4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,2,3,2,2,2,4,3,3,4,3,2,3,4,2,2,2,2,4,4,2,3,2,2,4,4,4,3,4,4,4,4,4,4
"11322","European",48,"No","Male","Right",5,"NL",4,5,5,5,5,5,5,3,5,4,4,4,3,4,4,1,5,3,1,4,2,1,1,2,1,3,1,1,5,5,2,3,2,2,2,5,3,5,2,2,5,5,5,5,5,5,4,4,5,5
"11323","Mixed",18,"Yes","Female","Right",2,"US",4,5,5,5,4,5,4,4,4,4,1,1,1,3,4,5,2,4,5,4,3,2,4,2,2,3,3,3,4,3,3,4,3,4,3,3,2,4,1,3,4,2,2,3,4,3,4,4,3,5
"11324","Indian",24,"No","Male","Right",1,"IN",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,5,1,5,5,1,1,1,5,1,5,4,4,1,3,5,1,5,1,1,3,3,1,3,2,3,3,3,3,1,5,2
"11325","European",18,"No","Female","Both",2,"US",1,2,2,3,1,2,3,2,2,2,5,3,5,2,4,1,4,1,4,3,2,3,2,5,4,5,4,3,1,4,1,1,1,1,2,4,1,5,1,1,4,3,3,3,4,3,4,5,2,4
"11326","European",37,"Yes","Female","Right",1,"US",4,2,5,5,3,5,3,4,4,4,2,5,2,5,4,1,4,1,2,1,2,2,1,2,1,2,1,2,4,4,1,1,1,1,1,5,1,5,1,1,2,4,4,2,4,3,5,1,3,3
"11327","European",29,"Yes","Female","Right",1,"GB",3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,4,3,4,3,3,4,3,3,3
"11328","South East Asian",18,"Yes","Female","Right",2,"US",1,1,3,2,4,3,2,2,4,1,3,4,2,3,4,2,4,1,2,1,3,1,2,1,2,2,2,2,5,3,2,2,2,1,5,5,2,4,3,1,3,5,5,5,4,5,3,3,5,3
"11329","European",18,"No","Female","Left",1,"SE",1,2,3,2,2,4,1,1,1,1,5,5,1,2,1,2,3,1,1,2,1,1,1,1,2,1,2,2,5,2,3,3,1,3,2,5,1,3,1,4,1,3,5,3,4,5,1,2,5,4
"11330","Indian",26,"No","Female","Left",5,"US",2,2,3,2,3,3,3,3,4,1,1,2,2,3,4,1,5,1,1,2,2,3,1,2,2,1,3,3,4,4,3,1,1,1,3,5,4,5,1,2,3,5,5,5,5,5,5,3,5,4
"11331","Mixed",20,"Yes","Female","Right",1,"JM",1,2,2,1,3,4,1,1,1,1,3,3,1,4,5,5,1,5,5,4,5,4,3,2,4,4,5,1,2,4,2,1,2,1,1,5,1,2,1,2,3,3,4,5,4,5,4,2,5,4
"11332","European",44,"Yes","Female","Right",5,"US",1,3,2,3,2,4,1,5,2,2,2,2,1,1,2,3,2,3,4,4,1,2,1,2,2,2,2,4,4,2,1,1,1,1,2,5,1,5,1,1,5,4,2,4,5,2,4,5,4,4
"11333","North African and Other",60,"Yes","Male","Right",1,"US",5,4,5,4,5,4,3,2,4,4,3,3,2,5,4,3,4,3,3,2,1,1,1,1,1,1,5,2,5,5,1,2,1,2,3,3,1,5,1,1,4,2,4,3,3,3,4,2,4,3
"11334","European",43,"No","Female","Right",1,"BR",3,5,3,3,5,4,3,2,3,3,2,4,2,2,3,4,2,2,3,2,2,1,1,2,3,1,2,2,3,5,3,1,1,2,4,5,2,3,2,2,4,2,4,2,2,5,3,4,4,3
"11335","European",42,"Yes","Female","Right",1,"GB",4,5,5,4,5,5,3,3,2,5,3,4,3,4,3,4,2,3,5,2,1,1,3,2,1,1,1,2,4,5,2,5,3,3,4,3,2,4,2,2,5,3,5,3,5,5,4,4,3,5
"11336","Mixed",45,"Yes","Female","Right",1,"NZ",2,3,3,3,3,3,3,5,1,1,5,4,3,4,3,1,5,1,2,1,3,2,1,3,4,1,1,3,4,4,3,1,3,1,3,3,1,5,2,3,3,3,2,4,2,5,3,1,1,1
"11337","European",19,"Yes","Female","Right",1,"GB",3,4,5,4,4,5,5,4,4,4,1,4,1,1,2,4,2,5,5,4,2,2,4,2,2,2,1,2,5,4,5,5,1,5,5,4,5,4,1,3,2,3,5,4,3,5,5,2,5,4
"11338","Mixed",32,"Yes","Female","Right",1,"US",3,2,2,3,4,1,5,2,2,1,2,3,2,3,1,4,1,3,5,2,5,4,5,3,3,3,3,4,2,3,2,1,1,1,1,5,1,5,1,1,3,5,5,5,4,5,4,3,3,5
"11339","European",17,"No","Female","Right",1,"AT",1,1,2,1,2,4,1,2,4,1,1,2,1,1,4,2,1,5,2,5,2,2,4,1,4,2,4,4,2,2,1,1,1,5,4,1,1,5,1,1,5,5,5,4,5,5,5,5,5,5
"11340","Mixed",16,"Yes","Female","Both",1,"GB",2,2,2,1,2,2,2,1,2,1,2,2,1,1,3,2,2,4,5,5,3,4,4,4,3,4,3,3,3,3,1,1,1,2,2,4,1,2,1,1,5,4,5,4,4,5,5,5,5,5
"11341","European",28,"Yes","Female","Right",5,"US",4,4,5,5,5,4,3,5,4,2,3,5,2,4,5,2,4,2,3,1,1,1,3,1,2,2,1,2,2,4,3,3,2,2,2,4,1,5,2,2,5,3,4,5,5,5,3,4,3,3
"11342","Indian",22,"No","Female","Right",5,"BD",1,3,3,4,1,3,1,3,2,1,4,4,4,4,5,1,3,2,1,1,1,3,1,3,3,1,4,3,4,5,3,3,3,2,3,2,1,4,3,3,2,4,3,3,3,3,5,1,2,3
"11343","Indian",23,"No","Male","Right",1,"IN",5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,1,5,1,5,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5
"11344","Indian",22,"No","Female","Right",5,"BD",2,4,3,4,1,4,1,2,2,2,5,4,4,4,5,1,4,2,1,1,1,2,1,2,4,1,2,2,5,4,3,3,3,2,3,3,1,5,1,4,2,4,3,4,3,5,5,1,2,3
"11345","South East Asian",26,"Yes","Female","Right",5,"US",3,3,5,3,4,4,5,3,2,2,3,5,1,3,4,3,3,3,3,1,5,1,2,1,3,2,2,1,5,5,2,5,1,4,3,2,1,2,2,3,3,3,3,3,4,4,4,4,5,5
"11346","Middle East",38,"No","Male","Right",5,"US",3,4,5,3,4,3,3,3,5,3,2,3,3,4,3,3,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,2,2,4,3,3,4,2,4,5,5,5,4,5,5,3,3,4
"11347","European",54,"Yes","Female","Right",1,"US",1,1,4,4,3,4,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,2,3,5,5,1,3,3,3,3,2,5,5,3,3,3,3,1,3,5,3,1,3,5
"11348","European",16,"Yes","Female","Right",1,"US",5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,5,5,5,1,1,5,1,1,1,1,5,5,5,5,5,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5
"11349","South East Asian",17,"Yes","Female","Right",1,"US",3,4,4,2,2,4,2,3,4,5,1,2,1,2,4,5,2,5,5,4,2,2,1,2,2,2,2,2,4,3,4,5,2,5,5,1,2,2,2,2,2,3,4,4,4,4,3,1,4,5
"11350","South East Asian",21,"No","Male","Right",1,"PH",3,3,3,3,3,4,2,2,2,4,2,3,1,2,3,3,2,4,3,4,3,3,2,2,2,2,3,4,3,4,4,4,2,3,3,4,3,3,4,3,2,2,4,2,4,4,4,2,4,4
"11351","European",30,"Yes","Female","Right",5,"AU",2,3,2,3,3,3,1,4,1,3,1,2,2,1,1,4,1,4,5,4,2,2,3,1,2,1,2,2,5,3,5,3,2,3,5,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4
"11352","European",35,"Yes","Female","Right",1,"CA",2,3,4,2,3,4,2,4,5,1,2,3,1,2,4,3,2,4,4,3,1,2,1,1,1,2,2,2,5,4,1,2,1,1,2,4,2,5,2,1,2,3,3,3,4,3,5,2,2,3
"11353","Other",67,"Yes","Female","Right",1,"US",2,3,3,3,3,3,4,1,4,2,1,2,1,2,4,5,3,3,2,5,5,1,2,1,1,1,2,1,4,4,3,5,3,3,4,3,3,2,4,2,4,3,5,3,3,4,1,4,4,3
"11354","European",51,"Yes","Female","Right",1,"US",3,3,4,3,3,4,3,4,3,4,3,4,2,2,4,2,5,2,3,2,2,2,1,2,3,2,2,2,4,4,2,3,2,3,4,3,2,4,3,2,3,1,5,2,3,4,4,3,5,4
"11355","European",15,"Yes","Female","Both",1,"US",2,5,3,2,2,4,1,3,3,1,3,4,2,4,5,2,3,2,5,2,1,1,2,1,1,2,1,2,5,4,2,2,1,1,3,5,1,4,2,3,4,5,5,5,4,4,4,4,5,4
"11356","Other",22,"No","Male","Left",5,"US",1,3,4,3,5,5,5,1,1,1,5,3,1,5,3,1,5,5,5,5,5,1,1,1,5,1,1,1,5,5,3,5,1,5,1,5,5,3,5,1,4,5,5,5,5,5,5,5,5,5
"11357","European",26,"Yes","Male","Right",5,"US",3,4,4,4,4,4,4,3,3,3,5,5,4,4,5,1,5,1,1,1,1,1,1,2,2,2,1,3,4,4,2,3,1,1,3,4,2,4,3,1,4,5,5,5,5,5,4,4,4,4
"11358","West African",25,"Yes","Male","Right",1,"JM",1,5,5,5,5,3,1,1,3,1,5,5,4,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,3,1,1,1,1,5,1,5,1,1,1,5,5,5,5,5,4,1,5,5
"11359","South East Asian",24,"No","Female","Right",1,"KH",2,4,3,2,2,2,1,2,2,1,3,4,4,4,2,3,2,4,1,1,2,1,1,4,4,4,4,3,5,4,2,4,4,2,3,4,2,5,3,2,2,4,4,4,4,5,2,2,5,5
"11360","North African and Other",39,"Yes","Female","Left",1,"US",3,4,3,3,4,4,3,2,2,2,3,3,1,4,3,3,4,2,2,2,1,3,2,2,2,2,2,1,4,3,2,4,2,2,3,2,2,4,2,3,3,3,2,3,4,3,4,2,4,4
"11361","Mixed",19,"Yes","Female","Right",1,"US",1,3,2,1,3,5,1,1,1,1,1,1,1,1,1,5,1,4,4,5,1,1,1,1,1,1,1,1,5,2,4,2,1,3,4,4,1,5,2,3,2,4,5,5,2,5,1,1,5,5
"11362","Indian",24,"Yes","Female","Right",2,"US",4,3,4,3,5,4,4,4,4,4,1,3,1,3,3,3,2,3,3,2,1,2,2,1,1,2,2,2,4,5,4,4,3,4,4,2,2,2,3,2,3,3,4,3,3,4,4,2,5,3
"11363","European",18,"Yes","Female","Right",1,"GB",1,1,1,2,1,2,1,3,2,1,1,2,2,1,1,5,1,5,5,5,4,1,5,4,2,1,3,5,2,3,3,1,2,5,5,5,2,1,1,3,3,2,5,1,2,4,4,2,5,1
"11364","Native American",54,"Yes","Male","Right",1,"US",3,1,3,1,2,2,2,4,3,2,1,1,1,1,1,5,1,5,5,5,2,3,4,3,4,1,4,2,3,4,5,3,2,2,2,4,2,4,2,2,2,1,3,2,3,3,1,1,4,3
"11365","Other",28,"Yes","Female","Right",1,"JM",3,4,3,3,3,3,1,2,3,2,5,3,4,3,5,2,3,3,3,2,2,4,1,2,2,2,3,3,3,3,3,2,2,1,4,4,3,4,4,4,3,4,3,3,3,4,3,2,3,1
"11366","European",32,"Yes","Male","Right",5,"US",2,2,5,3,2,2,3,2,5,4,4,5,2,4,5,1,2,3,2,3,1,1,1,1,1,1,1,1,5,5,3,4,3,1,2,5,2,4,2,4,4,4,4,5,3,5,4,4,5,3
"11367","North East Asian",37,"No","Female","Right",1,"US",1,5,5,2,4,3,4,2,5,3,4,4,4,1,2,5,2,3,4,5,1,1,2,1,1,1,2,2,5,5,4,2,4,3,2,4,5,5,1,3,1,3,4,3,3,4,1,5,3,3
"11368","Mixed",21,"Yes","Female","Right",1,"US",3,5,4,3,5,5,4,3,5,1,2,2,1,1,2,5,1,5,5,5,1,3,2,1,1,1,3,1,5,5,4,4,1,5,2,1,3,5,1,1,5,5,5,5,5,3,5,5,5,3
"11369","Other",35,"Missed","Other","Right",2,"CA",4,2,4,4,4,3,3,4,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3,1,3,2,2,2,5,4,3,2,2,2,4,4,2,4,4,1,5,4,5,4,4,4,4,4,4,3
"11370","Mixed",18,"Yes","Female","Right",1,"CA",4,3,4,4,4,4,4,5,4,3,1,2,1,2,3,4,2,4,2,4,1,2,1,1,2,2,1,2,5,5,3,2,3,2,4,5,3,4,4,5,4,4,5,3,3,5,3,4,4,3
"11371","Other",16,"Yes","Male","Right",1,"AU",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,4,3,5,2,5,3,1,5,1,1,5,5,5,1,1,5,5,3,5,5,5,5,5,4,3,5,5
"11372","Native American",28,"Yes","Female","Right",5,"US",1,5,3,3,3,2,4,4,4,4,5,3,2,4,4,5,1,4,3,3,4,3,3,1,3,3,4,2,4,2,3,3,2,3,3,4,3,2,3,2,1,3,3,3,2,4,3,2,4,3
"11373","European",33,"No","Female","Right",2,"CA",3,5,4,2,5,4,4,2,4,3,1,2,1,3,2,4,2,4,4,3,1,2,4,2,1,2,1,2,5,5,5,4,1,4,5,5,4,3,3,2,5,4,5,5,4,4,4,4,3,5
"11374","European",28,"Yes","Female","Right",2,"US",3,3,4,2,3,3,4,2,2,3,3,3,2,2,4,2,3,3,1,3,1,1,1,1,2,1,1,3,5,4,3,2,2,2,4,5,2,4,4,3,3,3,5,4,3,5,2,1,5,4
"11375","European",20,"Yes","Female","Right",1,"US",3,4,5,3,2,3,5,4,4,1,2,2,2,4,2,2,4,2,4,2,1,2,1,2,2,2,2,2,4,3,3,4,4,2,5,4,2,4,3,3,4,3,4,3,4,5,3,3,2,4
"11376","European",22,"Yes","Male","Right",5,"US",4,5,5,5,5,5,5,5,5,5,3,5,4,1,1,1,3,1,1,1,1,1,3,2,2,2,1,1,5,4,2,2,1,1,1,4,2,3,2,2,2,5,5,5,5,5,5,4,5,5
"11377","North African and Other",34,"Yes","Male","Right",1,"US",4,4,5,4,3,5,5,3,4,4,3,4,2,3,4,2,4,1,2,3,1,3,3,2,4,2,2,3,4,5,2,5,2,2,5,3,4,4,4,2,5,5,5,5,5,5,5,5,5,5
"11378","Other",25,"Yes","Male","Left",1,"AU",3,3,3,3,3,4,5,1,5,3,1,3,3,3,3,2,1,5,4,5,4,1,3,2,5,2,2,1,5,3,3,5,1,3,3,1,3,1,4,3,4,5,4,3,4,5,5,5,5,5
"11379","South East Asian",34,"Yes","Female","Right",2,"CA",3,3,4,3,4,4,2,3,4,3,3,4,5,3,4,2,4,1,2,2,4,3,2,2,2,3,2,3,3,5,3,4,3,2,5,3,3,4,5,2,4,4,4,5,5,4,4,3,4,5
"11380","South East Asian",36,"No","Female","Right",1,"PH",1,2,2,1,4,2,2,1,2,1,1,5,2,5,1,5,1,4,5,5,3,1,4,1,2,4,4,2,4,5,4,5,2,5,2,4,2,2,5,2,2,1,3,4,4,2,2,2,4,4
"11381","European",22,"Yes","Female","Right",1,"US",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,5,3,3,3,1,4,2,3,5,5,1,4,4,2,3,5,1,4,2,4,4,3,2,5,5,4,5,4,2,5,5
"11382","Mixed",21,"No","Male","Right",5,"CA",2,3,2,4,4,1,2,3,1,1,2,2,4,3,3,3,4,2,3,3,4,4,2,1,3,2,3,2,3,5,2,4,1,3,4,1,2,3,4,1,5,5,5,5,3,5,5,5,5,3
"11383","European",18,"Yes","Male","Right",5,"US",2,2,3,2,4,5,1,2,3,1,2,4,2,1,4,3,2,4,3,4,2,3,4,1,2,3,3,4,3,2,2,5,3,5,3,1,4,4,4,2,5,5,5,5,5,5,5,5,5,5
"11384","European",36,"No","Female","Right",2,"US",2,3,4,2,2,3,2,2,4,1,1,1,2,1,1,5,2,4,5,5,2,2,1,3,2,2,2,2,2,5,2,4,4,2,4,3,2,4,2,2,1,4,4,4,5,5,5,2,4,5
"11385","Indian",26,"No","Male","Right",1,"GB",4,4,5,4,3,4,2,4,5,2,3,5,4,5,5,1,3,1,2,1,1,1,2,3,2,5,2,4,3,4,3,4,2,1,4,4,2,4,2,2,4,4,4,4,4,5,5,2,4,3
